var	rel.inf
Bcan	Bcan	5.14095368709089
Htra1	Htra1	4.84846591560468
Aldoc	Aldoc	3.2989996509203
Ptma	Ptma	2.86148646481671
Birc5	Birc5	2.741257829617
Hdac2	Hdac2	2.38576765134368
Clu	Clu	2.27091472195926
Mt3	Mt3	1.94892872188873
Tpx2	Tpx2	1.93663611020494
Zfp326	Zfp326	1.59363543018353
Gja1	Gja1	1.40931053264176
Ccnd2	Ccnd2	1.24134719529148
Igfbpl1	Igfbpl1	1.17996111316346
Sox11	Sox11	1.1666271807663
Jag1	Jag1	1.04753040329779
Hnrnpk	Hnrnpk	1.04433282959165
Plp1	Plp1	0.847447730520259
Dlx6as1	Dlx6as1	0.84445727954563
Atp1a2	Atp1a2	0.82851222358789
Hells	Hells	0.751710309830056
Sox8	Sox8	0.74534105333454
Fam3c	Fam3c	0.700287839916976
Rpl19	Rpl19	0.650470422287664
Eef1a1	Eef1a1	0.616777073487773
Gm13826	Gm13826	0.565360539568215
Cenpa	Cenpa	0.551925119323478
Ypel3	Ypel3	0.545801933596002
Nono	Nono	0.537525678351798
Dlx2	Dlx2	0.534197144586633
Rps8	Rps8	0.526699791082106
E130114P18Rik	E130114P18Rik	0.457201141947463
Dcx	Dcx	0.456142996584592
Ran	Ran	0.4545832233648
Rpl37	Rpl37	0.453193099179322
Gria2	Gria2	0.450363347593706
Cmss1	Cmss1	0.441675243952805
Bptf	Bptf	0.4270232348528
Insm1	Insm1	0.414952904759454
Marcks	Marcks	0.403126697505336
Cks2	Cks2	0.397575695589332
Rpl18a	Rpl18a	0.394320270707047
Pdcd4	Pdcd4	0.372734431396883
Emg1	Emg1	0.348252456758081
Krr1	Krr1	0.344745173847421
Fabp7	Fabp7	0.331885156933837
Tnfrsf19	Tnfrsf19	0.330868476883713
Rps25	Rps25	0.307639242373779
Rbm17	Rbm17	0.3023538267435
Ndufa7	Ndufa7	0.288592498280661
Glul	Glul	0.281870535935355
Rpl32	Rpl32	0.280857415555382
Selk	Selk	0.280658456816799
Ttyh1	Ttyh1	0.279126471874144
Srsf2	Srsf2	0.274658693968392
Timm17a	Timm17a	0.274510802685955
Lrrc58	Lrrc58	0.271314793476987
Nop10	Nop10	0.260895493515352
Nrxn3	Nrxn3	0.254009960698773
Ankrd13c	Ankrd13c	0.246916880268664
Ddx39b	Ddx39b	0.240319876915492
Pcna	Pcna	0.239507630510299
Ywhag	Ywhag	0.23020087668751
Ppp4r2	Ppp4r2	0.222783971025764
Dync1h1	Dync1h1	0.221013064897064
Anapc11	Anapc11	0.212019368554253
Ppia	Ppia	0.208688491276518
Rpl8	Rpl8	0.208476530434735
Cox7b	Cox7b	0.208441604824953
Ankrd17	Ankrd17	0.207740705655661
Esco2	Esco2	0.205869672844417
G2e3	G2e3	0.205726963100571
Trip4	Trip4	0.203565271099576
Ilf2	Ilf2	0.202757035087933
Ccdc25	Ccdc25	0.198224115624159
Igfbp5	Igfbp5	0.197124666158248
Malat1	Malat1	0.194843730495153
Smc2	Smc2	0.194467453587954
Tuba1a	Tuba1a	0.191345762878176
Elavl4	Elavl4	0.188363161074635
Dpysl2	Dpysl2	0.187469297656225
Cenpp	Cenpp	0.186718188071327
Hmgn1	Hmgn1	0.185246848935864
Wsb1	Wsb1	0.178744481663264
Aimp1	Aimp1	0.171636166205097
Hmgb1	Hmgb1	0.167299895949587
Syt4	Syt4	0.166856409333763
Pdia6	Pdia6	0.166685984449597
Plgrkt	Plgrkt	0.165463580080229
Cenpm	Cenpm	0.165419576087005
Myo1b	Myo1b	0.161658828286514
Nploc4	Nploc4	0.157796800377597
Fth1	Fth1	0.154920569527647
Clic4	Clic4	0.150319688738342
Cdc42	Cdc42	0.149525991187339
Vps72	Vps72	0.148618040031682
Rsl1d1	Rsl1d1	0.147399610960692
Ubc	Ubc	0.146349264650089
Hmgn5	Hmgn5	0.146307593500984
Hmgb2	Hmgb2	0.144837615711075
Rpl13	Rpl13	0.141380040440367
Tmsb4x	Tmsb4x	0.139921988947658
Dnajc9	Dnajc9	0.138024030715982
